Calendar Year Employed,Employment Type,Job Title,Division Name,Regular Pay,Overtime Pay,Lump-Sum Pay,Assignment and  Incentive Pay,Skill Pay,Outside Employer Pay,Other Pay,Retirement Contribution,City Paid Deferred Compensation,Health Benefits Average,Cash-in-Lieu of Medical Benefits,Total
2012,Permanent,Pier & Harbor Services Officer,Harbor Unit,$79871.09,$19732.24,$2121.00,$1482.00,$2700.00,$300.00,$600.00,$22217.31,$600.08,$12348.35,,$141972.07
2012,Permanent,Water Resources Protection Spc,Water Resources-Wastewater,$88359.66,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$23189.68,,$12348.35,,$123897.69
2012,Permanent,Pr Admin Analyst-Fire,Fire - Administration,$114724.23,$0.00,$5207.81,$0.00,$0.00,$0.00,$23.98,$30109.34,,$12348.35,,$162413.71
2012,Permanent,Sr Accountant,Financial Operations,$91658.30,$0.00,$2075.26,$0.00,$600.00,$0.00,$0.00,$24212.38,,$12348.35,,$130894.28
2012,Permanent,Sr Development Analyst,Economic Development,$115196.70,$0.00,$5280.36,$0.00,$0.00,$0.00,$67.00,$30233.65,,$12348.35,,$163126.06
2012,Permanent,Sr Human Services Prog Analyst,Human Services - Seniors,$103892.80,$0.00,$4733.72,$0.00,$0.00,$0.00,$152.00,$27266.30,,$12348.35,,$148393.17
2012,Permanent,Transit Maintenance Worker,Transit Facilities Maintenance,$55113.24,$1374.96,$0.00,$0.00,$0.00,$0.00,$817.36,$14530.79,$419.90,$12348.35,,$84604.60
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$54879.91,$11487.01,$0.00,$0.00,$1814.79,$0.00,$1897.37,$15334.98,,$12348.35,,$97762.41
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$53655.95,$20659.09,$0.00,$0.00,$24.00,$0.00,$1902.49,$14499.71,,$12348.35,,$103089.59
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$51540.87,$2051.87,$0.00,$0.00,$0.00,$0.00,$1328.34,$13875.75,,$12348.35,,$81145.18
2012,Permanent,Sr Admin Analyst,Street & Fleet Services Admin,$103892.74,$0.00,$4339.24,$0.00,$0.00,$0.00,$2050.00,$27266.29,,$12348.35,,$149896.61
2012,Permanent,Transit Marketing Coordinator,Transit Gov & Cmty Relations,$85904.22,$0.00,$2609.36,$0.00,$0.00,$0.00,$0.00,$22545.26,,$12348.35,,$123407.19
2012,Permanent,Community Svs Program Coord,Human Services - CREST,$58397.55,$0.00,$0.00,$0.00,$600.00,$0.00,$637.03,$15483.80,,$12348.35,,$87466.73
2012,Permanent,Animal Care Attendant,Animal Control Unit,$54939.71,$4104.99,$208.43,$0.00,$0.00,$0.00,$1201.49,$14576.30,$419.90,$12348.35,,$87799.17
2012,Permanent,Admin Analyst-Information Syst,Info Systems-Administration,$80350.59,$0.00,$1835.17,$0.00,$0.00,$0.00,$0.00,$21084.47,$415.44,$1123.02,$1800.00,$106608.69
2012,Permanent,Maintenance Worker,Promenade Maintenance,$50474.75,$2174.43,$957.46,$0.00,$0.00,$0.00,$736.11,$13299.18,$470.08,$12348.35,,$80460.36
2012,Permanent,Librarian I,Public and Branch Services,$72039.72,$0.00,$1895.17,$0.00,$0.00,$0.00,$0.00,$18905.86,,$12348.35,,$105189.09
2012,Permanent,Custodian I,Custodial Services,$46207.36,$304.68,$986.02,$1820.50,$0.00,$0.00,$1102.71,$12762.30,$600.08,$12348.35,,$76132.00
2012,Permanent,Cultural Affairs Manager,Cultural Affairs,$150823.44,$0.00,$1124.30,$0.00,$0.00,$0.00,$7308.00,$41491.44,,$12348.35,,$213095.52
2012,Permanent,Community Svs Pgm Supv,Community Recreation-Skate,$72535.38,$0.00,$0.00,$334.50,$0.00,$0.00,$0.00,$19124.45,,$12348.35,,$104342.68
2012,Permanent,Admin Staff Assistant,Office of Emergency Management,$58385.50,$0.00,$1550.44,$0.00,$0.00,$0.00,$1007.59,$15323.11,$600.08,$12348.35,,$89215.07
2012,Permanent,Police Officer,Police - Operations,$90940.62,$58516.84,$2070.00,$24522.68,$0.00,$200.00,$6212.54,$53623.61,,$12348.35,,$248434.64
2012,Permanent,Custodian I,Custodial Services,$45807.02,$997.54,$175.29,$1714.50,$0.00,$0.00,$1091.06,$12629.42,,$12348.35,,$74763.17
2012,Permanent,Trades Intern,Facilities Services,$29282.77,$266.67,$0.00,$0.00,$0.00,$0.00,$491.35,$7724.65,$600.08,$12348.35,,$50713.87
2012,Permanent,Sr HR Analyst,Employee Relations & Benefits,$109708.66,$0.00,$4940.86,$31.77,$0.00,$0.00,$50.00,$28802.12,,$12348.35,,$155881.76
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$53606.60,$9590.96,$0.00,$0.00,$119.31,$0.00,$2035.44,$14614.37,,$12348.35,,$92315.03
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$0.00,$0.00,$157.08,$0.00,$0.00,$0.00,$0.00,,,,,$157.08
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$53963.96,$10950.72,$0.00,$0.00,$0.00,$0.00,$1452.48,$14514.91,$0.00,$1123.02,$1800.00,$83805.09
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$47610.68,$12005.88,$0.00,$0.00,$0.00,$0.00,$1582.24,$12857.87,,$12348.35,,$86405.02
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$55438.88,$13626.95,$0.00,$0.00,$0.00,$0.00,$2570.49,$15183.52,,$12348.35,,$99168.19
2012,Permanent,Police Records Technician,Police Administrative Services,$59164.61,$1898.54,$0.00,$906.38,$0.00,$0.00,$1228.01,$15923.54,$600.08,$12348.35,,$92069.50
2012,Permanent,Sr Development Analyst,Economic Development,$102498.26,$0.00,$4793.04,$0.00,$0.00,$0.00,$0.00,$26900.31,,$12348.35,,$146539.96
2012,Permanent,Pr Community Services Supv,Human Services - VAP,$88291.42,$1444.43,$4354.20,$1181.00,$0.00,$0.00,$50.00,$23481.87,,$12348.35,,$131151.27
2012,Permanent,Combination Building Insp III,Building & Safety,$96490.21,$0.00,$0.00,$0.00,$0.00,$0.00,$1605.85,$25481.11,$419.90,$12348.35,,$136345.42
2012,Permanent,Police Officer,Police - Operations,$90940.63,$16673.46,$0.00,$2006.87,$0.00,$100.00,$6212.54,$47731.88,,$12348.35,,$176013.72
2012,Permanent,Police Property Evidence Clerk,Police Administrative Services,$59164.63,$43.35,$673.34,$0.00,$0.00,$0.00,$651.16,$15527.59,$535.40,$12348.35,,$88943.82
2012,Permanent,Resource Rec & Recyc Equip Op,Resource Recovery & Recycling,$57609.66,$689.39,$219.51,$0.00,$0.00,$0.00,$1162.49,$15236.09,$600.08,$12348.35,,$87865.56
2012,Permanent,Police Officer,Police - Operations,$90940.64,$13774.35,$0.00,$17294.94,$0.00,$0.00,$6212.54,$53623.62,,$12348.35,,$194194.44
2012,Permanent,Pr Plan Check Engineer,Building & Safety,$125084.29,$0.00,$5699.08,$0.00,$0.00,$0.00,$0.00,$32827.93,,$12348.35,,$175959.65
2012,Permanent,Custodian II,Custodial Services,$50178.51,$2318.07,$1137.88,$65.65,$0.00,$0.00,$1144.68,$13326.90,$419.90,$12348.35,,$80939.94
2012,Permanent,Police Officer,Police - Operations,$90940.58,$17972.14,$0.00,$17685.58,$0.00,$0.00,$6212.54,$53623.60,,$12348.35,,$198782.78
2012,Permanent,Lead Traffic Services Officer,Special Services,$65463.68,$22883.44,$1490.12,$22.50,$600.00,$0.00,$1515.33,$17501.72,$600.08,$12348.35,,$122425.22
2012,Permanent,Sr Admin Analyst-Transit Ops,Transit Operations,$104730.74,$0.00,$19679.38,$0.00,$0.00,$0.00,$50.00,$27491.38,,$12348.35,,$164299.84
2012,Permanent,Police Officer,Police - Operations,$90940.66,$9992.22,$0.00,$16688.66,$0.00,$0.00,$6212.54,$53623.63,,$12348.35,,$189806.06
2012,Permanent,Resource Rec & Recyc Equip Op,Resource Recovery & Recycling,$57864.07,$2911.30,$219.51,$0.00,$0.00,$0.00,$1236.87,$15310.21,$600.08,$12348.35,,$90490.39
2012,Permanent,Motor Sweeper Operator,Resource Recovery & Recycling,$63774.03,$4391.53,$1692.12,$76.88,$0.00,$0.00,$1342.30,$16873.56,,$12348.35,,$100498.77
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$54401.34,$18168.56,$0.00,$0.00,$0.00,$0.00,$1628.20,$14630.46,,$12348.35,,$101176.91
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$52962.52,$19428.43,$0.00,$0.00,$0.00,$0.00,$2393.84,$14476.22,,$12348.35,,$101609.35
2012,Permanent,Custodian I,Custodial Services,$46207.33,$50.78,$936.72,$1771.75,$0.00,$0.00,$1165.06,$12749.40,$419.90,$12348.35,,$75649.28
2012,Permanent,Parking Permits Asst,Parking Operations,$14119.01,$0.00,$0.00,$0.00,$0.00,$0.00,$140.96,$3716.84,$138.48,$12348.35,,$30463.63
2012,Permanent,Staff Assistant II,Criminal Investigations,$39155.02,$0.00,$0.00,$0.00,$0.00,$0.00,$17.00,$7275.40,,,,$46447.42
2012,Permanent,Maintenance Worker,Resource Recovery & Recycling,$50474.76,$2136.60,$0.00,$0.00,$0.00,$0.00,$1068.60,$13363.31,$419.90,$12348.35,,$79811.51
2012,Permanent,Police Officer,Police - Operations,$90940.58,$25037.51,$0.00,$19036.87,$0.00,$50.00,$6212.54,$53623.60,,$12348.35,,$207249.44
2012,Permanent,Transit Mechanic II,Transit Maintenance -Mechanics,$73164.91,$6378.12,$1942.99,$0.00,$0.00,$0.00,$1409.60,$19305.80,$600.08,$12348.35,,$115149.85
2012,Permanent,Transit Mechanic II,Transit Maintenance -Mechanics,$73164.92,$1490.52,$0.00,$1376.00,$0.00,$0.00,$1052.40,$19639.00,$600.08,$12348.35,,$109671.27
2012,Permanent,Transit Mechanic II,Transit Maintenance -Mechanics,$73164.90,$5216.15,$2498.13,$1809.25,$0.00,$0.00,$1083.53,$19743.27,$600.08,$12348.35,,$116463.65
2012,Permanent,Liability Claims Adjuster,Risk Management,$74042.79,$0.00,$2775.23,$0.00,$0.00,$0.00,$0.00,$19431.34,,$12348.35,,$108597.71
2012,Permanent,Mechanic II,Fleet Management,$73164.94,$52.04,$1500.61,$14.99,$800.00,$0.00,$5031.13,$20523.56,$600.08,$12348.35,,$114035.69
2012,Permanent,Pipe Fitter,Water Resources-Water,$62500.14,$6185.56,$92.58,$888.34,$0.00,$0.00,$893.16,$16452.66,$237.50,$12348.35,,$99598.29
2012,Permanent,Community & Cult Svs Leader,Human Services - VAP,$32655.33,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6109.55,,,,$38764.88
2012,Permanent,Legal Assistant,City Attorney,$87362.78,$345.31,$4630.52,$0.00,$0.00,$0.00,$916.05,$22926.62,,$12348.35,,$128529.63
2012,Permanent,Police Officer,Police - Operations,$82382.31,$14267.22,$0.00,$12930.91,$0.00,$350.00,$5687.42,$47464.88,,$12348.35,,$175431.09
2012,Permanent,Staff Assistant III,Community Recreation-Meetg Fac,$46365.51,$67.28,$179.40,$0.00,$500.00,$0.00,$551.57,$12298.89,$600.08,$12348.35,,$72911.08
2012,Permanent,Forensic Specialist,Criminal Investigations,$69928.88,$879.40,$0.00,$6329.54,$0.00,$0.00,$1328.46,$18535.71,$507.76,$12348.35,,$109858.09
2012,Permanent,Code Enforcement Officer II,Code Enforcement,$85906.15,$2016.44,$285.16,$0.00,$600.00,$0.00,$1541.10,$22860.88,,$12348.35,,$125558.08
2012,Permanent,Forensic Specialist,Criminal Investigations,$84323.94,$10269.77,$1742.61,$7302.71,$1200.00,$0.00,$600.00,$22726.27,$565.46,$12348.35,,$141079.11
2012,Permanent,Combination Building Insp III,Building & Safety,$96490.22,$0.00,$0.00,$0.00,$0.00,$0.00,$1555.85,$25481.12,$600.08,$12348.35,,$136475.61
2012,Permanent,Revenue Operations Asst II,Business & Revenue Operations,$56407.61,$2043.81,$0.00,$0.00,$0.00,$0.00,$657.11,$14802.12,$553.92,$1123.02,$1650.00,$77237.59
2012,Permanent,Tree Trimmer,Urban Forest,$58859.05,$0.00,$1563.04,$0.00,$0.00,$0.00,$1193.65,$15604.92,$600.08,$12348.35,,$90169.09
2012,Permanent,Lead Code Enforcement Officer,Code Enforcement,$87733.88,$4346.88,$332.82,$0.00,$600.00,$0.00,$1872.77,$23340.56,$600.08,$12348.35,,$131175.34
2012,Permanent,Facilities Supervisor,Facilities Services,$69274.15,$3.98,$3154.19,$89.00,$0.00,$0.00,$0.00,$18203.57,,$12348.35,,$103073.23
2012,Permanent,Police Records Technician,Police Administrative Services,$58666.62,$680.36,$0.00,$45.00,$0.00,$0.00,$1202.85,$15565.75,$419.90,$12348.35,,$88928.83
2012,Permanent,Forensic Technician,Criminal Investigations,$60902.71,$0.00,$0.00,$8.00,$0.00,$0.00,$1361.78,$16143.37,$600.08,$12348.35,,$91364.28
2012,Permanent,Police Officer,Police - Operations,$78544.19,$12645.64,$0.00,$12464.89,$1799.98,$50.00,$5491.33,$46156.17,,$12348.35,,$169500.54
2012,Permanent,Communications Oper-Police,Police - Operations,$68094.33,$19961.60,$1299.00,$5377.11,$0.00,$0.00,$2755.85,$19470.21,$600.08,$12348.35,,$129906.52
2012,Permanent,Farmers' Market Coordinator II,Farmers Market,$85904.31,$0.00,$1957.02,$0.00,$0.00,$0.00,$108.00,$22545.29,,$12348.35,,$122862.96
2012,Permanent,EMS Coordinator,Fire - Administration,$110202.48,$0.00,$3883.89,$0.00,$0.00,$0.00,$0.00,$28919.79,$0.00,$1123.02,$1800.00,$145929.18
2012,Permanent,Admin Staff Assistant,Community Events,$104090.34,$0.00,$1185.65,$0.00,$0.00,$0.00,$50.00,$27318.14,,$12348.35,,$144992.48
2012,Permanent,Admin Analyst,Transit Maintenance - Mgmt,$74026.20,$0.00,$1386.23,$0.00,$0.00,$0.00,$0.00,$19426.93,,$12348.35,,$107187.71
2012,Permanent,Cable TV Programming Spec,Community & Govt Relations-Cbl,$84372.05,$0.00,$320.08,$0.00,$0.00,$0.00,$845.00,$22143.21,,$12348.35,,$120028.69
2012,Permanent,Resource Rec & Recyc Equip Op,Resource Recovery & Recycling,$51769.17,$296.31,$246.92,$0.00,$0.00,$0.00,$924.18,$13703.31,$600.08,$12348.35,,$79888.32
2012,Permanent,Computer Support Specialist,Systems & Networks,$80626.15,$0.00,$0.00,$0.00,$0.00,$0.00,$865.77,$21160.11,$600.08,$12348.35,,$115600.46
2012,Permanent,Sr Planner,City Planning/Developmt Review,$113730.95,$0.00,$1295.45,$0.00,$600.00,$0.00,$0.00,$30005.81,,$12348.35,,$157980.56
2012,Permanent,Librarian I,Public and Branch Services,$75060.45,$0.00,$2992.50,$0.00,$0.00,$0.00,$0.00,$19699.35,,$12348.35,,$110100.65
2012,Permanent,Custodian II,Beach House Maintenance,$49989.27,$142.24,$1327.53,$1839.75,$600.00,$0.00,$1148.46,$13917.51,$600.08,$12348.35,,$81913.18
2012,Permanent,Jailer,Police Administrative Services,$60902.74,$12838.46,$1386.28,$0.00,$0.00,$0.00,$1360.24,$16141.28,$419.90,$12348.35,,$105397.25
2012,Permanent,Librarian I,Reference Services,$75060.45,$0.00,$2422.50,$0.00,$0.00,$0.00,$0.00,$19699.35,,$12348.35,,$109530.65
2012,Permanent,Asst to the City Mgr -Mgmt Svs,City Manager - Administration,$144963.63,$0.00,$6514.80,$0.00,$0.00,$0.00,$7045.80,$39868.64,$0.00,$1123.02,$1800.00,$201315.89
2012,Permanent,Police Officer,Special Services,$90052.24,$31612.67,$0.00,$2637.21,$0.00,$0.00,$6212.54,$47298.87,,$12348.35,,$190161.87
2012,Permanent,Police Officer,Police - Operations,$90940.56,$28548.94,$0.00,$3618.04,$0.00,$0.00,$6212.54,$47731.84,,$12348.35,,$189400.27
2012,Permanent,Police Officer,Police - Operations,$90940.62,$6662.05,$0.00,$2777.10,$0.00,$0.00,$6212.54,$47731.87,,$12348.35,,$166672.53
2012,Permanent,Police Sergeant,Criminal Investigations,$99448.60,$18822.84,$0.00,$19469.91,$0.00,$0.00,$6687.46,$58581.18,,$12348.35,,$215358.34
2012,Permanent,Associate Planner,City Planning/Developmt Review,$89928.41,$0.00,$4097.36,$0.00,$0.00,$0.00,$60.50,$23601.40,,$12348.35,,$130036.01
2012,Permanent,Library Assistant II,Library - Information Mgmt,$49348.90,$0.00,$5994.87,$671.50,$0.00,$0.00,$826.83,$13130.65,$530.84,$12348.35,,$82851.93
2012,Permanent,Asst Planner,City Planning/Developmt Review,$89928.42,$0.00,$4097.36,$0.00,$0.00,$0.00,$0.00,$23601.40,,$12348.35,,$129975.52
2012,Permanent,Sr Planner,Strategic & Transp Planning,$113730.92,$0.00,$2374.99,$0.00,$600.00,$0.00,$0.00,$30005.81,,$12348.35,,$159060.06
2012,Permanent,Librarian III-Branch Services,Public and Branch Services,$83142.97,$0.00,$616.16,$0.00,$0.00,$0.00,$0.00,$21818.62,,$12348.35,,$117926.10
2012,Permanent,Field Inspector I,Water Resources-Water,$62802.52,$15554.76,$1429.48,$5655.71,$1800.00,$0.00,$1072.54,$17006.81,$600.08,$12348.35,,$118270.25
2012,Permanent,Fiscal Staff Asst II,Financial Operations,$59164.66,$253.77,$673.34,$0.00,$0.00,$0.00,$600.25,$15527.60,$300.04,$12348.35,,$88868.01
2012,Permanent,Staff Assistant III,Human Services - Admin,$58385.55,$790.22,$221.49,$0.00,$600.00,$0.00,$611.16,$15480.65,$600.08,$12348.35,,$89037.50
2012,Permanent,Community Svs Program Spec,Human Services - CREST,$49199.01,$6098.78,$1473.23,$0.00,$0.00,$0.00,$566.36,$12906.73,,$12348.35,,$82592.45
2012,Permanent,Community Services Officer,Police - Operations,$64528.61,$8110.49,$244.80,$1719.25,$0.00,$0.00,$1354.93,$17544.14,$479.96,$12348.35,,$106330.52
2012,Permanent,Sewer Maintenance Worker II,Water Resources-Wastewater,$53723.11,$3093.80,$942.65,$3272.82,$0.00,$0.00,$808.36,$14256.33,$390.00,$12348.35,,$88835.42
2012,Permanent,Consumer Affairs Specialist,City Attorney,$99655.45,$1114.34,$0.00,$0.00,$0.00,$0.00,$3863.04,$27169.77,,$12348.35,,$144150.95
2012,Permanent,Custodian I,Beach House Maintenance,$15701.55,$0.00,$0.00,$0.00,$0.00,$0.00,$146.72,$4151.72,,$12348.35,,$32348.34
2012,Permanent,Admin Analyst,Human Services - CREST,$59478.34,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11010.49,,,,$70488.83
2012,Permanent,Human Resources Analyst,Employment & Org Development,$103892.78,$0.00,$4142.01,$0.00,$0.00,$0.00,$50.00,$27266.30,,$12348.35,,$147699.43
2012,Permanent,Librarian I,Reference Services,$75060.45,$0.00,$3135.00,$0.00,$0.00,$0.00,$332.00,$19699.35,,$12348.35,,$110575.15
2012,Permanent,Special Projects Manager,City Planning/Developmt Review,$130371.78,$0.00,$2970.00,$0.00,$600.00,$0.00,$0.00,$34373.14,,$12348.35,,$180663.27
2012,Permanent,Executive Admin Asst,Administration & Redevelopment,$73152.91,$0.00,$1665.14,$0.00,$0.00,$0.00,$751.62,$19198.78,$479.96,$12348.35,,$107596.76
2012,Permanent,Police Officer,Police - Operations,$90940.58,$580.66,$0.00,$2862.71,$1199.90,$0.00,$6212.54,$48306.10,,$12348.35,,$162450.84
2012,Permanent,Police Officer,Criminal Investigations,$90940.57,$17042.57,$0.00,$17600.98,$0.00,$0.00,$6212.54,$53526.93,,$12348.35,,$197671.94
2012,Permanent,Resource Rec & Recyc Equip Op,Resource Recovery & Recycling,$57864.06,$3224.53,$178.35,$0.00,$0.00,$0.00,$2778.81,$15740.16,$600.08,$12348.35,,$92734.34
2012,Permanent,Parking Meter Technician,Parking Meter Repairs,$61328.26,$0.00,$479.86,$0.00,$0.00,$0.00,$922.12,$16174.61,$600.08,$12348.35,,$91853.27
2012,Permanent,Jail Management Supervisor,Police Administrative Services,$96975.69,$6850.35,$2575.24,$10.00,$0.00,$0.00,$600.00,$25611.16,,$12348.35,,$144970.79
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$52426.50,$6528.05,$0.00,$0.00,$0.00,$0.00,$1844.20,$14227.92,,$12348.35,,$87375.02
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$36810.92,$16694.20,$0.00,$472.15,$3.00,$0.00,$2283.18,$10187.57,,$12348.35,,$78799.37
2012,Permanent,Fire Engineer - Suppression,Fire Suppression & Rescue,$100811.04,$53852.46,$1638.99,$22524.16,$6062.04,$0.00,$1259.96,$48908.06,,$12348.35,,$247405.05
2012,Permanent,Fire Captain - Suppression,Fire Suppression & Rescue,$114372.03,$53956.37,$457.91,$20573.64,$6062.04,$9966.35,$1259.96,$52814.47,,$12348.35,,$271811.11
2012,Permanent,Fire Captain - Prevention,Fire - Administration,$114372.03,$29770.03,$2289.56,$17969.18,$6062.04,$0.00,$1259.96,$52505.32,,$12348.35,,$236576.47
2012,Permanent,Firefighter,Fire Suppression & Rescue,$83980.28,$60876.51,$0.00,$9661.94,$6062.04,$2469.20,$1259.96,$37394.56,,$12348.35,,$214052.84
2012,Permanent,Park Ranger,Police - Operations,$55610.72,$8245.31,$514.24,$1118.75,$1200.00,$0.00,$1275.75,$15360.47,$419.90,$12348.35,,$96093.49
2012,Permanent,Lead Park Ranger,Police - Operations,$57438.42,$16176.70,$664.48,$630.00,$0.00,$0.00,$1359.21,$15397.11,$600.08,$12348.35,,$104614.35
2012,Permanent,Irrigation Technician,Park Maintenance,$52206.50,$594.13,$1188.28,$0.00,$0.00,$0.00,$1168.11,$13858.98,$419.90,$1123.02,$1800.00,$72358.91
2012,Permanent,Combination Building Insp III,Building & Safety,$96490.22,$0.00,$0.00,$0.00,$0.00,$0.00,$1524.59,$25481.12,$479.96,$12348.35,,$136324.23
2012,Permanent,Pr Sustainability Analyst,Office of Sustain/ Environment,$114300.04,$0.00,$1735.93,$0.00,$0.00,$0.00,$5.00,$29997.65,,$12348.35,,$158386.96
2012,Permanent,Sr Admin Analyst,Building & Safety,$81287.97,$0.00,$3718.52,$0.00,$0.00,$0.00,$50.00,$21333.47,,$12348.35,,$118738.30
2012,Permanent,Executive Admin Asst,CCS -Admin & Planning Services,$67552.58,$2059.60,$1748.49,$0.00,$0.00,$0.00,$767.94,$17727.32,$521.54,$12348.35,,$102725.81
2012,Permanent,Police Records Technician,Police Administrative Services,$58345.96,$4908.39,$0.00,$4628.18,$0.00,$0.00,$1336.81,$16621.50,$419.90,$12348.35,,$98609.09
2012,Permanent,Staff Assistant III,Business & Revenue Operations,$58385.52,$0.00,$0.00,$0.00,$0.00,$0.00,$556.48,$15323.12,,$12348.35,,$86613.46
2012,Permanent,Staff Assistant II,Police - Operations,$52703.97,$571.70,$199.94,$0.00,$0.00,$0.00,$533.56,$13832.01,,$12348.35,,$80189.53
2012,Permanent,Park Ranger,Police - Operations,$55610.78,$395.57,$0.00,$0.00,$0.00,$0.00,$1214.64,$14752.42,,$12348.35,,$84321.76
2012,Permanent,Park Ranger,Police - Operations,$55610.71,$13.19,$0.00,$58.75,$0.00,$0.00,$1510.38,$14767.86,$419.90,$12348.35,,$84729.13
2012,Permanent,Police Property Evidence Clerk,Police Administrative Services,$59164.61,$693.55,$1458.90,$0.00,$0.00,$0.00,$614.20,$15527.59,$479.96,$12348.35,,$90287.15
2012,Permanent,Deputy City Attorney III,City Attorney,$210184.63,$0.00,$8050.72,$21072.62,$0.00,$0.00,$14258.16,$64416.90,,$12348.35,,$330331.38
2012,Permanent,Pr Urban Designer,City Planning/Developmt Review,$141455.53,$0.00,$6445.10,$0.00,$0.00,$0.00,$0.00,$37124.51,,$12348.35,,$197373.49
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$53101.52,$8776.04,$0.00,$0.00,$0.00,$0.00,$1716.09,$14345.78,,$12348.35,,$90287.77
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$48237.49,$4316.49,$0.00,$0.00,$0.00,$0.00,$2063.69,$13141.40,,$12348.35,,$80107.42
2012,Permanent,Engineering Support Svs Supv,Civil Engineering,$116575.00,$0.00,$221.31,$0.00,$0.00,$0.00,$149.00,$30594.70,$0.00,$1123.02,$1800.00,$150463.03
2012,Permanent,Electronic Comm/Farebox Tech,Transit Maintenance -Mechanics,$73164.91,$4420.09,$832.71,$0.00,$0.00,$0.00,$1038.10,$19268.41,$419.90,$12348.35,,$111492.46
2012,Permanent,Code Enforcement Officer I,Code Enforcement,$73362.52,$1814.95,$156.55,$0.00,$0.00,$0.00,$1360.41,$19411.32,$600.08,$12348.35,,$109054.17
2012,Permanent,Resource Rec & Recyc Equip Op,Resource Recovery & Recycling,$56326.19,$3183.03,$208.52,$16.96,$0.00,$0.00,$2973.78,$15328.59,$479.96,$12348.35,,$90865.38
2012,Permanent,Custodian I,Custodial Services,$29792.47,$59.16,$0.00,$372.29,$0.00,$0.00,$350.00,$8021.63,$369.28,$12348.35,,$51313.18
2012,Permanent,Laborer Trainee,Beach Maintenance,$27751.62,$0.00,$0.00,$0.00,$0.00,$0.00,$198.90,$5164.16,,,,$33114.68
2012,Permanent,Fiscal Staff Asst III,Finance - Administration,$55760.28,$932.02,$211.52,$0.00,$0.00,$0.00,$4532.23,$14634.13,$600.08,$12348.35,,$89018.60
2012,Permanent,Park Ranger,Police - Operations,$52853.89,$4301.00,$210.97,$586.25,$0.00,$0.00,$3425.85,$14172.30,$553.92,$12348.35,,$88452.53
2012,Permanent,Police Officer,Police - Operations,$90940.69,$91.43,$0.00,$14830.93,$0.00,$0.00,$6212.54,$53578.76,,$12348.35,,$178002.69
2012,Permanent,Fiscal Staff Asst III,Parking Operations,$63981.20,$528.70,$1152.45,$12.46,$0.00,$0.00,$1094.18,$16790.06,$600.08,$12348.35,,$96507.48
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$42100.02,$1109.96,$188.48,$34.72,$0.00,$0.00,$1069.15,$11317.84,,$12348.35,,$68168.52
2012,Permanent,Customer Services Assistant,Transit Gov & Cmty Relations,$59927.04,$1210.56,$277.33,$0.00,$600.00,$0.00,$624.28,$15883.80,$600.08,$12348.35,,$91471.44
2012,Permanent,Staff Assistant III,Human Services - PAL,$56104.10,$375.63,$10362.29,$8.00,$0.00,$0.00,$579.95,$14728.69,$577.00,$12348.35,,$95084.00
2012,Permanent,Resource Rec & Recyc Equip Op,Resource Recovery & Recycling,$56213.10,$2821.19,$208.52,$14.84,$0.00,$0.00,$1240.75,$14868.10,$600.08,$12348.35,,$88314.92
2012,Permanent,Graffiti Removal Technician,Facilities Services,$56875.41,$0.00,$6.74,$313.18,$0.00,$0.00,$955.38,$15108.76,$600.08,$12348.35,,$86207.90
2012,Permanent,Traffic Services Officer,Special Services,$56974.95,$17133.85,$0.00,$0.00,$0.00,$0.00,$1301.11,$15093.89,$577.00,$12348.35,,$103429.15
2012,Permanent,Equipment Operator I,Beach Maintenance,$51192.96,$10398.01,$1390.53,$248.00,$0.00,$0.00,$755.14,$13525.94,$600.08,$12348.35,,$90459.01
2012,Permanent,Customer Services Assistant,Transit Gov & Cmty Relations,$57534.48,$0.00,$0.00,$0.00,$600.00,$0.00,$589.90,$15257.29,$367.38,$12348.35,,$86697.40
2012,Permanent,Traffic Services Officer,Special Services,$33472.57,$233.92,$0.00,$0.00,$0.00,$0.00,$740.98,$8910.87,$369.28,$12348.35,,$56075.96
2012,Permanent,Traffic Services Officer,Special Services,$48801.75,$7399.83,$0.00,$0.00,$0.00,$0.00,$1086.87,$12949.83,$484.68,$1123.02,$1500.00,$73345.98
2012,Permanent,Mechanic II,Fleet Management,$78702.41,$1340.75,$1791.42,$109.71,$750.00,$0.00,$5320.51,$22020.32,$600.08,$12348.35,,$122983.54
