Calendar Year Employed,Employment Type,Job Title,Division Name,Regular Pay,Overtime Pay,Lump-Sum Pay,Assignment and  Incentive Pay,Skill Pay,Outside Employer Pay,Other Pay,Retirement Contribution,City Paid Deferred Compensation,Health Benefits Average,Cash-in-Lieu of Medical Benefits,Total
2013,Permanent,Motor Coach Cleaner,Transit Maintenance - Cleaners,$24048.75,$1772.51,$0.00,$936.00,$0.00,$0.00,$268.33,$4387.22,$346.20,$13753.35,,$45512.36
2013,Permanent,Motor Coach Cleaner,Transit Maintenance - Cleaners,$42305.97,$7236.26,$158.22,$1888.22,$0.00,$0.00,$768.60,$11759.77,$600.08,$13753.35,,$78470.46
2013,Permanent,Code Enforcement Officer II,Code Enforcement,$74660.97,$6276.44,$285.32,$95.69,$600.00,$0.00,$1558.66,$20078.13,$600.08,$13753.35,,$117908.64
2013,Permanent,Fire Code Enforcemt Officer I,Fire Prevention,$67389.78,$593.88,$0.00,$35.00,$600.00,$0.00,$2731.00,$18154.02,,$13753.35,,$103257.02
2013,Permanent,Asst Plan Check Engineer,Building & Safety,$80166.71,$0.00,$0.00,$0.00,$0.00,$0.00,$26.00,$21218.60,,$13753.35,,$115164.65
2013,Permanent,Civil Engineer,Civil Engineering,$114509.04,$0.00,$2421.44,$0.00,$0.00,$0.00,$0.00,$30309.94,,$13753.35,,$160993.77
2013,Permanent,CIP Project Manager,Architecture Services,$121142.03,$0.00,$2323.62,$0.00,$0.00,$0.00,$33.00,$32064.78,,$13753.35,,$169316.78
2013,Permanent,Transit Mechanic I,Transit Maintenance -Mechanics,$51234.93,$2992.94,$0.00,$1862.00,$0.00,$0.00,$509.03,$8138.81,$415.44,$13753.35,,$78906.50
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$8936.52,$13029.37,$0.00,$943.00,$0.00,$0.00,$134.28,$2356.32,,$13753.35,,$39152.83
2013,Permanent,Motor Coach Operator,Transit Operations - MCO,$35658.08,$11228.85,$0.00,$405.33,$0.00,$0.00,$1350.60,$9806.75,,$13753.35,,$72202.95
2013,Permanent,Deputy City Attorney III,City Attorney,$217930.07,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$57684.62,,$13753.35,,$289368.04
2013,Permanent,Technical Staff Assistant,Housing Services,$74517.38,$0.00,$0.00,$0.00,$0.00,$0.00,$901.72,$19724.25,$600.08,$13753.35,,$109496.78
2013,Permanent,Transit Operations Manager,Transit Operations,$143110.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$37881.29,,$13753.35,,$194844.64
2013,Permanent,Jailer,Police Administrative Services,$52456.86,$16131.64,$202.29,$2309.00,$1200.00,$0.00,$1375.30,$14961.31,$600.08,$13753.35,,$102989.82
2013,Permanent,Transportation Demand Prog Mgr,Transp Engineering & Mgmt,$123854.58,$0.00,$474.18,$0.00,$0.00,$0.00,$28.00,$32781.94,,$13753.35,,$170892.05
2013,Permanent,Recycling Assistant,Office of Sustain/ Environment,$29885.68,$0.00,$0.00,$0.00,$0.00,$0.00,$284.14,$7910.17,,$13753.35,,$51833.34
2013,Permanent,Motor Coach Operator Supv,Transit Operations,$67259.16,$7082.92,$1559.08,$1705.75,$0.00,$0.00,$604.87,$18414.65,,$13753.35,,$110379.77
2013,Permanent,Web Development Manager,Web Development,$139540.57,$0.00,$820.17,$0.00,$0.00,$0.00,$0.00,$36944.28,,$13753.35,,$191058.37
2013,Permanent,Risk Management Technician,Risk Management,$51769.78,$346.51,$193.94,$0.00,$0.00,$0.00,$526.98,$13710.40,$600.08,$13753.35,,$80901.04
2013,Permanent,Accounts Payable Supervisor,Financial Operations,$88184.58,$323.94,$0.00,$0.00,$0.00,$0.00,$110.00,$14823.96,,$13753.35,,$117195.83
2013,Permanent,Deputy City Attorney II,City Attorney,$111226.11,$0.00,$1313.73,$0.00,$0.00,$0.00,$0.00,$29449.57,,$13753.35,,$155742.76
2013,Permanent,Motor Coach Operator Supv,Transit Operations,$67136.86,$4409.92,$1559.08,$609.75,$0.00,$0.00,$607.30,$18092.46,,$13753.35,,$106168.72
2013,Permanent,Staff Assistant III,Finance - Administration,$36922.91,$31.28,$0.00,$0.00,$0.00,$0.00,$45.00,$4755.03,,,,$41754.22
2013,Permanent,Communications Ctr Supv-Fire,Fire - Administration,$82337.23,$35400.91,$0.00,$16.25,$1800.00,$0.00,$651.42,$22439.05,$0.00,$1141.46,$1800.00,$145586.32
2013,Permanent,Staff Assistant II,Building & Safety,$41250.53,$51.98,$0.00,$0.00,$0.00,$0.00,$157.84,$6798.91,$138.48,$13753.35,,$62151.09
2013,Permanent,Transit Maintenance Manager,Transit Maintenance - Mgmt,$141660.79,$0.00,$1102.44,$0.00,$0.00,$0.00,$100.00,$37502.37,,$13753.35,,$194118.95
2013,Permanent,Support Services Manager,Info Systems-Support Services,$43923.19,$0.00,$1807.46,$0.00,$0.00,$0.00,$0.00,$11484.60,,$13753.35,,$70968.59
2013,Permanent,Sr Buyer,Finance - Administration,$80827.38,$0.00,$1883.90,$0.00,$0.00,$0.00,$0.00,$21397.27,,$13753.35,,$117861.90
2013,Permanent,Water Quality Analyst II,Water Resources-Water,$87751.84,$0.00,$2015.72,$0.00,$0.00,$0.00,$0.00,$23226.24,,$13753.35,,$126747.15
2013,Permanent,Project Support Assistant,Office of Sustain/ Environment,$57081.37,$1184.83,$0.00,$0.00,$0.00,$0.00,$1133.41,$15111.04,$600.08,$13753.35,,$88864.08
2013,Permanent,Deputy Fire Chief,Fire - Administration,$174879.76,$0.00,$768.23,$18961.00,$0.00,$0.00,$-1966.60,$72558.57,,$13753.35,,$278954.30
2013,Permanent,Architectural Associate,Architecture Services,$90832.53,$0.00,$2124.83,$0.00,$1980.00,$0.00,$100.00,$24570.40,,$13753.35,,$133361.11
2013,Permanent,Sr Plan Check Engineer,Building & Safety,$97768.10,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$25883.11,,$13753.35,,$137504.56
2013,Permanent,Purchasing Services Manager,Finance - Administration,$109588.93,$0.00,$2568.18,$0.00,$0.00,$0.00,$0.00,$29013.21,,$13753.35,,$154923.67
2013,Permanent,Traffic Services Officer,Special Services,$51887.48,$4723.20,$0.00,$1602.39,$0.00,$0.00,$1202.27,$14301.74,$600.08,$13753.35,,$88070.50
2013,Permanent,Groundskeeper,Park Maintenance,$44185.45,$1514.53,$173.40,$0.00,$0.00,$0.00,$758.76,$11777.68,$300.04,$13753.35,,$72463.21
2013,Permanent,Jailer,Police Administrative Services,$51788.06,$12098.04,$202.29,$1607.00,$0.00,$0.00,$708.53,$14137.81,$600.08,$13753.35,,$94895.15
2013,Permanent,Groundskeeper,Park Maintenance,$37504.57,$196.50,$165.23,$0.00,$0.00,$0.00,$681.16,$10024.04,$600.08,$13753.35,,$62924.93
2013,Permanent,Police Officer,Police - Operations,$93667.41,$6634.83,$0.00,$13781.15,$0.00,$0.00,$6370.04,$54951.43,,$13753.35,,$189158.21
2013,Permanent,Deputy City Attorney II,City Attorney,$117393.49,$0.00,$3503.27,$173.15,$0.00,$0.00,$0.00,$31082.99,,$13753.35,,$165906.25
2013,Permanent,Police Records Technician,Police Administrative Services,$50125.67,$1789.80,$187.25,$39.95,$200.00,$0.00,$1241.28,$13484.11,,$13753.35,,$80821.41
2013,Permanent,Custodian I,Custodial Services,$43422.07,$0.00,$0.00,$0.00,$0.00,$0.00,$1041.86,$11655.22,$600.08,$13753.35,,$70472.58
2013,Permanent,Supervising Wrks Comp Clm Exam,Risk Management,$95715.03,$0.00,$752.58,$0.00,$0.00,$0.00,$0.00,$25342.22,,$13753.35,,$135563.18
2013,Permanent,Dispatcher,Resource Recovery & Recycling,$48515.98,$565.12,$191.08,$0.00,$600.00,$0.00,$1389.83,$13002.76,$600.08,$13753.35,,$78618.19
2013,Permanent,Field Attendant,Park Maintenance,$28938.16,$0.00,$0.00,$0.00,$0.00,$0.00,$83.44,$4968.88,$92.32,$13753.35,,$47836.15
2013,Permanent,Staff Assistant III,Community Events,$49375.46,$17.33,$184.80,$0.00,$0.00,$0.00,$599.36,$13072.85,$600.08,$13753.35,,$77603.22
2013,Permanent,Web Developer,Web Development,$95987.35,$0.00,$349.48,$0.00,$0.00,$0.00,$0.00,$25423.47,,$13753.35,,$135513.65
2013,Permanent,Water Resources Specialist,Office of Sustain/ Environment,$36443.66,$776.46,$3554.13,$0.00,$0.00,$0.00,$43.30,$6384.22,,$13753.35,,$60955.12
2013,Permanent,Librarian II,Public and Branch Services,$72286.82,$0.00,$608.75,$0.00,$0.00,$0.00,$0.00,$19138.95,,$13753.35,,$105787.87
2013,Permanent,Admin Analyst,Fleet Management,$41154.84,$0.00,$5442.46,$0.00,$0.00,$0.00,$138.09,$7226.14,,$13753.35,,$67714.87
2013,Permanent,Transit Gov &Cmty Relations Mg,Transit Gov & Cmty Relations,$123856.02,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$22092.38,$0.00,$1141.46,$1800.00,$148989.87
2013,Permanent,Sr Admin Analyst-Housing Auth,Housing Services,$28876.51,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5055.41,,$13753.35,,$47685.27
2013,Permanent,Network Engineer,Systems & Networks,$98312.33,$0.00,$1804.38,$0.00,$0.00,$0.00,$496.00,$17542.24,,$13753.35,,$131908.30
2013,Permanent,Sr Development Analyst,Housing,$12658.13,$0.00,$2109.70,$0.00,$0.00,$0.00,$0.00,$2216.06,,$13753.35,,$30737.24
2013,Permanent,HVAC Technician,Facilities Services,$69962.13,$352.82,$0.00,$2808.44,$0.00,$0.00,$735.08,$12484.06,$600.08,$13753.35,,$100695.96
2013,Permanent,Economic Development Manager,Economic Development,$147857.19,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$26370.53,,$13753.35,,$187981.07
2013,Permanent,Admin Analyst,Airport,$71571.98,$0.00,$272.12,$0.00,$0.00,$0.00,$100.00,$12767.17,,$13753.35,,$98464.61
2013,Permanent,Resource Rec & Recyc Equip Op,Resource Recovery & Recycling,$48430.12,$2482.33,$0.00,$10.18,$0.00,$0.00,$698.18,$8636.37,$600.08,$13753.35,,$74610.61
2013,Permanent,Aquatics Maintenance Worker,Beach House Maintenance,$17857.53,$513.02,$1571.82,$0.00,$0.00,$0.00,$176.18,$3126.32,$253.88,$13753.35,,$37252.10
2013,Permanent,Airport Services Officer,Special Services,$22614.03,$7061.31,$1578.36,$994.75,$0.00,$0.00,$300.00,$4185.71,$276.96,$13753.35,,$50764.47
2013,Permanent,Firefighter,Fire Suppression & Rescue,$74920.60,$29464.06,$3315.82,$2175.81,$6243.68,$0.00,$1259.96,$33913.03,,$13753.35,,$165046.31
2013,Permanent,Firefighter,Fire Suppression & Rescue,$74920.60,$23478.26,$4681.11,$0.00,$6243.68,$0.00,$1259.96,$33530.59,,$13753.35,,$157867.55
2013,Permanent,Library Assistant II,Public and Branch Services,$48204.67,$0.00,$182.12,$488.00,$0.00,$0.00,$492.53,$8685.14,$600.08,$13753.35,,$72405.89
2013,Permanent,Firefighter,Fire Suppression & Rescue,$75209.52,$22612.85,$3315.82,$4717.81,$6243.68,$0.00,$1259.96,$34945.98,,$13753.35,,$162058.96
2013,Permanent,Firefighter,Fire Suppression & Rescue,$74920.59,$16807.47,$3112.81,$0.00,$6243.68,$0.00,$1259.96,$32904.81,,$13753.35,,$149002.67
2013,Permanent,Firefighter,Fire Suppression & Rescue,$40417.45,$4139.02,$6766.13,$0.00,$3560.01,$0.00,$678.44,$18000.62,,$13753.35,,$87315.02
2013,Permanent,Firefighter,Fire Suppression & Rescue,$49200.06,$5325.34,$7079.79,$4056.43,$4072.35,$0.00,$838.67,$23208.33,,$13753.35,,$107534.32
2013,Permanent,Firefighter,Fire Suppression & Rescue,$68019.96,$12587.46,$8020.79,$0.00,$5755.74,$0.00,$1163.04,$30504.56,,$13753.35,,$139804.90
2013,Permanent,Firefighter,Fire Suppression & Rescue,$74920.60,$12410.04,$3315.82,$7351.32,$6243.68,$0.00,$1259.96,$35895.25,,$13753.35,,$155150.02
2013,Permanent,Dir of Records & Election Svs,Records & Election Svs - Admin,$163211.53,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$29107.01,$0.00,$13753.35,,$206071.89
2013,Permanent,Firefighter Recruit,Fire - Administration,$71759.24,$811.94,$0.00,$48.46,$0.00,$0.00,$1226.77,$12904.03,$600.08,$13753.35,,$101103.87
2013,Permanent,Firefighter,Fire Suppression & Rescue,$75209.53,$27695.91,$3315.82,$67.72,$6243.68,$0.00,$1259.96,$33154.20,,$13753.35,,$160700.17
2013,Permanent,Firefighter,Fire Suppression & Rescue,$74920.58,$9407.28,$4884.12,$7954.88,$6243.68,$0.00,$1259.96,$36698.21,,$13753.35,,$155122.06
2013,Permanent,Airport Services Officer,Special Services,$13198.84,$5164.07,$1231.89,$588.75,$0.00,$0.00,$150.00,$2440.05,$184.64,$13753.35,,$36711.59
2013,Permanent,Sr Budget Analyst,Budget,$13702.45,$0.00,$2701.89,$0.00,$0.00,$0.00,$46.00,$2398.88,$0.00,$1141.46,$300.00,$20290.69
2013,Permanent,Custodian I,Custodial Services,$43380.48,$1641.84,$0.00,$0.00,$0.00,$0.00,$768.87,$7730.09,$600.08,$13753.35,,$67874.71
2013,Permanent,Deputy City Attorney I,City Attorney,$92690.39,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16528.59,,$13753.35,,$122972.32
2013,Permanent,Police Officer,Police - Operations,$70341.63,$2110.02,$575.64,$2118.96,$0.00,$0.00,$1814.54,$24838.25,$276.96,$13753.35,,$115829.35
2013,Permanent,Traffic Services Supervisor,Special Services,$59730.62,$10255.69,$3323.45,$10.00,$0.00,$0.00,$595.00,$10735.81,,$13753.35,,$98403.92
2013,Permanent,Traffic Services Officer,Special Services,$50343.67,$12128.25,$0.00,$10.00,$400.00,$0.00,$1282.37,$9155.67,$600.08,$13753.35,,$87673.39
2013,Permanent,Transit Community Relations Cd,Transit Gov & Cmty Relations,$71757.13,$0.00,$952.43,$0.00,$250.00,$0.00,$0.00,$12840.94,,$13753.35,,$99553.85
2013,Permanent,Police Officer,Police - Operations,$54671.78,$4065.44,$2684.93,$5031.46,$0.00,$0.00,$1711.67,$22021.28,$184.64,$13753.35,,$104124.55
2013,Permanent,Water Maintenance Worker,Water Resources-Water,$48929.52,$2661.91,$0.00,$0.00,$0.00,$0.00,$619.50,$8724.08,$600.08,$13753.35,,$75288.44
2013,Permanent,Urban Forest Supervisor,Urban Forest,$27979.28,$1138.05,$740.19,$0.00,$0.00,$0.00,$0.00,$4898.33,,$13753.35,,$48509.20
2013,Permanent,Transit Planning Administrator,Transit Operations,$123942.21,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$22101.77,,$13753.35,,$159897.33
2013,Permanent,Organizational Dev & Train Adm,Employment & Org Development,$95661.09,$0.00,$361.57,$0.00,$0.00,$0.00,$100.00,$17059.07,,$13753.35,,$126935.08
2013,Permanent,Revenue Operations Analyst,Business & Revenue Operations,$48781.76,$0.00,$3537.59,$0.00,$0.00,$0.00,$124.49,$8614.16,,$13753.35,,$74811.35
2013,Permanent,Librarian I,Public and Branch Services,$62107.63,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11072.60,,$13753.35,,$86933.58
2013,Permanent,Airport Services Officer,Special Services,$3343.71,$676.44,$351.97,$48.00,$0.00,$0.00,$50.00,$602.54,$46.16,$13753.35,,$18872.17
2013,Permanent,Water Prod/Treatment Oper,Water Resources-Water,$64763.98,$9815.77,$0.00,$447.00,$300.00,$0.00,$854.32,$11678.32,$600.08,$13753.35,,$102212.82
2013,Permanent,Funeral Services Technician,Cemetery,$9508.14,$0.00,$633.88,$594.26,$0.00,$0.00,$0.00,$1664.59,$92.32,$13753.35,,$26246.54
2013,Permanent,Police Records Technician,Police Administrative Services,$48909.47,$1316.45,$0.00,$0.00,$0.00,$0.00,$1117.66,$8826.40,$600.08,$13753.35,,$74523.41
2013,Permanent,Community Services Officer,Police - Operations,$19401.94,$1483.86,$1021.15,$540.00,$0.00,$0.00,$200.00,$3526.25,,$13753.35,,$39926.55
2013,Permanent,Police Officer,Police - Operations,$70233.70,$2387.93,$575.64,$4523.09,$0.00,$0.00,$1814.54,$25970.49,$276.96,$13753.35,,$119535.70
2013,Permanent,Police Officer,Police - Operations,$70233.72,$1832.08,$863.46,$4451.97,$0.00,$0.00,$1814.54,$25970.51,$276.96,$13753.35,,$119196.59
2013,Permanent,Hearing Examiner II,Rent Control - Hearings,$137876.01,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$24606.80,,$13753.35,,$176336.16
2013,Permanent,Groundskeeper,Park Maintenance,$39748.30,$325.30,$0.00,$0.00,$0.00,$0.00,$722.45,$7123.24,$507.76,$13753.35,,$62180.40
2013,Permanent,Groundskeeper,Park Maintenance,$39283.60,$472.45,$0.00,$0.00,$0.00,$0.00,$707.59,$7041.89,$923.20,$13753.35,,$62182.07
2013,Permanent,Groundskeeper,Park Maintenance,$37497.04,$0.00,$0.00,$0.00,$0.00,$0.00,$820.59,$6729.11,$461.60,$13753.35,,$59261.69
2013,Permanent,Fiscal Staff Asst II,Financial Operations,$41642.55,$0.00,$0.00,$0.00,$0.00,$0.00,$131.75,$2392.44,$115.40,$13753.35,,$58035.49
2013,Permanent,Trades Intern,Facilities Services,$24989.06,$0.00,$0.00,$0.00,$0.00,$0.00,$272.97,$4474.42,,$13753.35,,$43489.80
2013,Permanent,Trades Intern,Facilities Services,$25289.37,$0.00,$0.00,$0.00,$0.00,$0.00,$252.63,$4521.53,$461.60,$13753.35,,$44278.48
2013,Permanent,Sewer Maintenance Worker I,Water Resources-Wastewater,$38862.64,$690.74,$0.00,$0.00,$0.00,$0.00,$515.53,$6947.36,$438.52,$13753.35,,$61208.14
2013,Permanent,Revenue Operations Asst II,Finance - Administration,$37256.68,$433.49,$0.00,$0.00,$0.00,$0.00,$519.02,$6664.96,$438.52,$1141.46,$1650.00,$48104.13
2013,Permanent,Forensic Specialist,Criminal Investigations,$61950.28,$4780.91,$0.00,$3815.76,$0.00,$0.00,$1261.32,$11334.37,$461.60,$13753.35,,$97357.58
2013,Permanent,Admin Analyst-Homeless Svs,Human Services - Grants (Hmls),$60193.85,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10766.37,,$13753.35,,$84713.57
2013,Permanent,Payroll Administrator,Financial Operations,$29973.06,$0.00,$2011.62,$0.00,$0.00,$0.00,$0.00,$5247.38,,$13753.35,,$50985.41
2013,Permanent,Library Assistant II,Reference Services,$37837.46,$170.74,$0.00,$472.00,$0.00,$0.00,$488.61,$6861.52,$438.52,$13753.35,,$60022.19
2013,Permanent,Traffic Services Officer,Special Services,$38779.35,$3441.52,$0.00,$927.56,$0.00,$0.00,$902.68,$7128.31,$369.28,$13753.35,,$65302.05
2013,Permanent,Sr Development Analyst,Housing,$22001.31,$0.00,$170.88,$0.00,$0.00,$0.00,$124.00,$3851.76,$0.00,$1141.46,$600.00,$27889.42
2013,Permanent,Trades Intern,Park Maintenance,$21731.76,$21.45,$0.00,$0.00,$0.00,$0.00,$219.35,$3899.59,$346.20,$13753.35,,$39971.70
2013,Permanent,Water Prod/Treatment Oper,Water Resources-Water,$47327.49,$3024.12,$0.00,$0.00,$0.00,$0.00,$500.53,$8492.47,$369.28,$13753.35,,$73467.24
2013,Permanent,Staff Assistant III,Housing,$34502.04,$277.20,$0.00,$0.00,$250.00,$0.00,$454.49,$6240.76,$369.28,$13753.35,,$55847.12
2013,Permanent,Staff Assistant III,Facilities Maintenance Admin,$35333.70,$0.00,$0.00,$0.00,$0.00,$0.00,$354.71,$6340.86,$392.36,$13753.35,,$56174.98
2013,Permanent,Investigator-Consumer Protect,City Attorney,$53358.50,$0.00,$0.00,$0.00,$0.00,$0.00,$523.08,$9585.42,,$13753.35,,$77220.35
2013,Permanent,Trades Intern,Facilities Services,$21102.46,$600.68,$0.00,$0.00,$0.00,$0.00,$376.42,$3789.42,$346.20,$13753.35,,$39968.53
2013,Permanent,Associate Planner,City Planning/Developmt Review,$56768.91,$0.00,$0.00,$0.00,$400.00,$0.00,$270.00,$10273.05,,$13753.35,,$81465.31
2013,Permanent,Police Officer,Police - Operations,$58716.08,$5726.35,$0.00,$8553.48,$969.22,$0.00,$3110.50,$34853.13,,$13753.35,,$125682.11
2013,Permanent,Police Officer,Police - Operations,$52842.44,$8042.29,$0.00,$8077.78,$0.00,$0.00,$2863.34,$30963.57,,$13753.35,,$116542.77
2013,Permanent,Sr Admin Analyst-Financial An,Housing Services,$58002.05,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10444.06,,$13753.35,,$82199.46
2013,Permanent,Transit Mechanic I,Transit Maintenance -Mechanics,$37517.58,$1289.67,$0.00,$1420.00,$0.00,$0.00,$401.59,$6997.70,$369.28,$13753.35,,$61749.17
2013,Permanent,Communications Oper-Police,Police - Operations,$30531.19,$1056.61,$0.00,$66.00,$0.00,$0.00,$622.82,$5532.36,$276.96,$13753.35,,$51839.29
2013,Permanent,GIS Systems Analyst,Web Development,$72015.42,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12951.50,,$13753.35,,$98720.27
2013,Permanent,Water Resources Protection Spc,Water Resources-Wastewater,$47916.10,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$8623.41,,$13753.35,,$70392.86
2013,Permanent,Systems Analyst-Share Point,Web Development,$67916.50,$0.00,$0.00,$0.00,$0.00,$0.00,$41.00,$12233.90,,$13753.35,,$93944.75
2013,Permanent,Sr Admin Analyst-Homeless Svs,Human Services - Grants (Hmls),$50907.17,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,$9186.03,,$13753.35,,$73856.55
2013,Permanent,Staff Assistant II,Fleet Management,$25961.94,$398.76,$0.00,$0.00,$0.00,$0.00,$362.26,$4685.06,$46.16,$13753.35,,$45207.53
2013,Permanent,Staff Assistant III,HR Administrative Services,$4712.40,$0.00,$184.80,$0.00,$0.00,$0.00,$100.00,$824.99,$46.16,$1141.46,,$7009.82
2013,Permanent,Sewer Maintenance Worker I,Water Resources-Wastewater,$26418.51,$924.53,$0.00,$0.00,$0.00,$0.00,$428.16,$4769.28,$276.96,$13753.35,,$46570.79
2013,Permanent,Deputy City Attorney I,City Attorney,$52379.18,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9462.03,,$13753.35,,$75594.56
2013,Permanent,Engineering Technician,Civil Engineering,$32250.41,$0.00,$0.00,$0.00,$0.00,$0.00,$290.08,$5831.88,$276.96,$13753.35,,$52402.68
2013,Permanent,Airport Noise/Operations Spec,Airport,$29482.13,$58.73,$0.00,$0.00,$0.00,$0.00,$297.69,$5336.55,$276.96,$13753.35,,$49205.41
2013,Permanent,Communications Oper-Police,Police - Operations,$31596.68,$1997.66,$0.00,$1047.51,$0.00,$0.00,$1146.58,$6069.15,$276.96,$13753.35,,$55887.89
2013,Permanent,Police Officer,Police - Operations,$38451.67,$1195.05,$0.00,$5359.35,$0.00,$0.00,$2703.34,$23183.56,,$13753.35,,$84646.32
2013,Permanent,Police Officer,Police - Operations,$38451.67,$3279.42,$0.00,$5626.15,$0.00,$0.00,$3263.34,,,$13753.35,,$64373.93
2013,Permanent,Police Officer,Police - Operations,$42726.06,$957.34,$0.00,$0.00,$0.00,$0.00,$2950.50,$22841.09,,$13753.35,,$83228.34
2013,Permanent,Project Support Assistant,Architecture Services,$26084.41,$0.00,$0.00,$0.00,$0.00,$0.00,$259.94,$4743.81,,$13753.35,,$44841.51
2013,Permanent,Groundskeeper,Park Maintenance,$19084.16,$201.38,$0.00,$0.00,$0.00,$0.00,$192.40,$3473.13,$92.32,$13753.35,,$36796.73
2013,Permanent,Water Systems Equipment Oper,Water Resources-Water,$22600.97,$1639.73,$0.00,$334.78,$0.00,$0.00,$291.30,$4113.15,$184.64,$13753.35,,$42917.92
2013,Permanent,Groundskeeper,Park Maintenance,$18170.22,$0.00,$0.00,$0.00,$0.00,$0.00,$181.35,$3306.80,$184.64,$13753.35,,$35596.36
2013,Permanent,Support Services Manager,Info Systems-Support Services,$53331.91,$0.00,$0.00,$0.00,$0.00,$0.00,$90.00,$9705.87,,$13753.35,,$76881.13
2013,Permanent,Transit Mechanic I,Transit Maintenance -Mechanics,$20843.10,$312.65,$0.00,$0.00,$0.00,$0.00,$211.53,$3793.24,$161.56,$13753.35,,$39075.42
2013,Permanent,Revenue Operations Asst II,Building & Safety,$18912.64,$35.46,$0.00,$0.00,$0.00,$0.00,$190.38,$3441.91,$184.64,$13753.35,,$36518.38
2013,Permanent,Motor Coach Cleaner,Transit Maintenance - Cleaners,$12400.12,$296.65,$0.00,$104.00,$0.00,$0.00,$50.87,$882.73,,,,$13734.37
2013,Permanent,Public Information Coordinator,Community & Govt Relations-Cbl,$31805.82,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5788.34,,$13753.35,,$51347.51
2013,Permanent,Community Services Officer,Police - Operations,$15214.04,$95.73,$0.00,$462.50,$0.00,$0.00,$360.14,$2852.97,$92.32,$13753.35,,$32831.05
2013,Permanent,Park Ranger,Police - Operations,$14221.18,$861.30,$0.00,$120.00,$150.00,$0.00,$361.61,$2637.25,$138.48,$13753.35,,$32243.17
2013,Permanent,Trades Intern,Facilities Services,$9010.21,$21.45,$0.00,$0.00,$0.00,$0.00,$88.69,$1639.77,,$13753.35,,$24513.47
2013,Permanent,Fleet Maintenance Supv,Fleet Management,$21915.63,$2149.08,$0.00,$84.20,$0.00,$0.00,$0.00,$3988.43,,$13753.35,,$41890.68
2013,Permanent,Transit Facilities Maint Supv,Transit Facilities Maintenance,$19698.01,$1647.82,$0.00,$0.00,$0.00,$0.00,$0.00,$3584.84,,$13753.35,,$38684.02
2013,Permanent,Transit Marketing Coordinator,Transit Gov & Cmty Relations,$17727.60,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3226.25,,$13753.35,,$34707.19
2013,Permanent,Sr Transit Scheduler,Transit Operations,$24414.94,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4443.27,,$13753.35,,$42611.56
2013,Permanent,Accountant II,Financial Operations,$22563.66,$0.00,$0.00,$0.00,$0.00,$0.00,$15.00,$4106.36,$0.00,$1141.46,$450.00,$28276.48
2013,Permanent,Trades Intern,Facilities Services,$6893.53,$0.00,$0.00,$0.00,$0.00,$0.00,$73.44,$1254.55,$92.32,$13753.35,,$22067.19
2013,Permanent,Trades Intern,Facilities Services,$6696.87,$0.00,$0.00,$0.00,$0.00,$0.00,$76.73,$1218.76,$92.32,$13753.35,,$21838.03
2013,Permanent,Staff Assistant III,Housing Services,$8492.44,$0.00,$0.00,$0.00,$0.00,$0.00,$84.77,$1545.54,$46.16,$13753.35,,$23922.26
2013,Permanent,Accountant I,Transit Finance and Grants,$11020.96,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2005.70,,$13753.35,,$26780.01
2013,Permanent,Staff Assistant II,HR Administrative Services,$8045.86,$0.00,$0.00,$0.00,$0.00,$0.00,$80.04,$1464.27,,$13753.35,,$23343.51
2013,Permanent,Transit Safety & Training Mgr,Transit Safety & Security,$22999.86,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4185.74,,$13753.35,,$40938.95
2013,Permanent,Financial Operations Manager,Financial Operations,$16140.46,$0.00,$0.00,$0.00,$0.00,$0.00,$5000.00,$2937.40,,$13753.35,,$37831.21
2013,Permanent,Groundskeeper,Park Maintenance,$4956.92,$0.00,$0.00,$0.00,$0.00,$0.00,$49.56,$902.11,,,,$5908.59
2013,Permanent,Project Manager - Wellbeing,CCS -Admin & Planning Services,$11179.38,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2034.54,,,,$13213.92
