Date,Mode,Home Zip Code,Employee Count,Trip Count,Distance,Map Point
03/04/2013,Bus,90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/04/2013,"Walk, Jog, Run",90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/04/2013,Carpool (2),90291,1,1,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/04/2013,Bus,90069,1,2,8.75,"90069
(34.08940047000044, -118.3797890249997)"
03/04/2013,Bicycle,90277,1,2,14.96,"90277
(33.832723615000475, -118.38547663699967)"
03/04/2013,"Walk, Jog, Run",90291,3,5,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/04/2013,Bus,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/04/2013,Bicycle,90401,1,2,0.00,"90401
(34.01760359900044, -118.49296772799971)"
03/04/2013,Carpool (2),91107,1,2,26.50,"91107
(34.15076063800046, -118.09228870099969)"
03/04/2013,Carpool (2),91711,1,2,47.50,"91711
(34.10821434400049, -117.71909617899968)"
03/04/2013,Carpool (3+),91387,1,2,28.65,"91387
(34.419242873000485, -118.43515742999972)"
03/04/2013,Carpool (2),90250,2,4,11.33,"90250
(33.91415336400047, -118.34715803299969)"
03/04/2013,Carpool (2),91377,1,2,20.58,"91377
(34.18051089100044, -118.77007914399968)"
03/04/2013,Carpool (3+),93534,1,2,54.65,"93534
(34.68758172200046, -118.1496775339997)"
03/04/2013,Carpool (2),90278,1,2,12.66,"90278
(33.87132030000049, -118.37072968899969)"
03/04/2013,Carpool (2),90503,1,2,15.18,"90503
(33.83995370500048, -118.35390582699972)"
03/04/2013,Bicycle,90403,3,6,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/04/2013,Bus,90272,1,2,5.54,"90272
(34.04886156900045, -118.53572692799969)"
03/04/2013,Carpool (2),93063,1,2,23.89,"93063
(34.27895133500044, -118.6970960869997)"
03/05/2013,Carpool (2),90045,2,2,7.18,"90045
(33.961522614000444, -118.39344972199967)"
03/05/2013,Bicycle,90405,10,20,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/05/2013,Bicycle,90291,3,6,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/05/2013,Carpool (2),90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
03/05/2013,Carpool (2),91377,1,2,20.58,"91377
(34.18051089100044, -118.77007914399968)"
03/05/2013,Carpool (2),90250,1,2,11.33,"90250
(33.91415336400047, -118.34715803299969)"
03/05/2013,"Walk, Jog, Run",90404,1,2,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/05/2013,Carpool (2),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
03/05/2013,Bus,90404,3,5,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/05/2013,Carpool (2),90230,2,4,6.05,"90230
(33.99506171100046, -118.39500957899969)"
03/05/2013,Carpool (2),90049,1,2,5.18,"90049
(34.06172278600047, -118.4722594319997)"
03/05/2013,Bus,90069,1,2,8.75,"90069
(34.08940047000044, -118.3797890249997)"
03/05/2013,Bicycle,90025,1,2,3.54,"90025
(34.04518134900047, -118.45025632399972)"
03/05/2013,Bicycle,90277,1,2,14.96,"90277
(33.832723615000475, -118.38547663699967)"
03/05/2013,Bicycle,90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
03/05/2013,Bicycle,90402,1,2,1.60,"90402
(34.03254172900046, -118.50584632399972)"
03/05/2013,Bus,90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/05/2013,Bicycle,90404,2,4,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/05/2013,Carpool (2),90405,1,1,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/05/2013,Carpool (2),91107,1,2,26.50,"91107
(34.15076063800046, -118.09228870099969)"
03/05/2013,Carpool (2),90278,1,2,12.66,"90278
(33.87132030000049, -118.37072968899969)"
03/05/2013,Bus,90035,1,2,7.06,"90035
(34.05421027100044, -118.38387767499972)"
03/05/2013,"Walk, Jog, Run",90405,2,3,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/05/2013,Carpool (3+),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
03/05/2013,Carpool (3+),91387,1,2,28.65,"91387
(34.419242873000485, -118.43515742999972)"
03/05/2013,Bus,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/05/2013,Bus,90045,1,2,7.18,"90045
(33.961522614000444, -118.39344972199967)"
03/05/2013,Carpool (2),90503,1,2,15.18,"90503
(33.83995370500048, -118.35390582699972)"
03/05/2013,Bicycle,90034,1,2,5.71,"90034
(34.02829231300046, -118.40269589399969)"
03/05/2013,Carpool (2),91304,1,2,17.31,"91304
(34.22192313800048, -118.60967892099967)"
03/05/2013,Carpool (2),90501,1,2,17.02,"90501
(33.82909119100049, -118.3142098569997)"
03/05/2013,Carpool (2),92882,1,2,55.04,"92882
(33.866280093000455, -117.5921959479997)"
03/05/2013,"Walk, Jog, Run",90291,2,4,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/05/2013,Bus,90254,1,2,12.31,"90254
(33.86430311500044, -118.39718642699972)"
03/05/2013,Bus,90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/05/2013,Carpool (3+),93534,1,2,54.65,"93534
(34.68758172200046, -118.1496775339997)"
03/05/2013,Bicycle,90401,1,2,0.00,"90401
(34.01760359900044, -118.49296772799971)"
03/05/2013,"Walk, Jog, Run",90403,3,6,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/05/2013,Carpool (2),91711,1,2,47.50,"91711
(34.10821434400049, -117.71909617899968)"
03/05/2013,Carpool (3+),91340,1,2,19.92,"91340
(34.286190115000466, -118.43744724799967)"
03/05/2013,"Walk, Jog, Run",90401,2,4,0.00,"90401
(34.01760359900044, -118.49296772799971)"
03/05/2013,Bicycle,90403,2,4,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/05/2013,Carpool (2),90048,1,2,8.33,"90048
(34.07316318500045, -118.37406665299972)"
03/06/2013,Bus,90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/06/2013,Bicycle,90024,1,2,5.01,"90024
(34.06136215000049, -118.4402367409997)"
03/06/2013,Carpool (2),91107,1,2,26.50,"91107
(34.15076063800046, -118.09228870099969)"
03/06/2013,Carpool (2),90503,1,2,15.18,"90503
(33.83995370500048, -118.35390582699972)"
03/06/2013,"Walk, Jog, Run",90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/06/2013,Carpool (2),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
03/06/2013,Carpool (2),90278,1,2,12.66,"90278
(33.87132030000049, -118.37072968899969)"
03/06/2013,Carpool (2),90230,2,4,6.05,"90230
(33.99506171100046, -118.39500957899969)"
03/06/2013,"Walk, Jog, Run",90404,2,3,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/06/2013,Bicycle,90066,2,4,3.87,"90066
(34.002152760000456, -118.4290396619997)"
03/06/2013,Bus,90035,1,2,7.06,"90035
(34.05421027100044, -118.38387767499972)"
03/06/2013,Bus,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/06/2013,Bus,90404,3,5,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/06/2013,Bicycle,90403,2,4,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/06/2013,Carpool (2),90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
03/06/2013,Bus,90069,1,2,8.75,"90069
(34.08940047000044, -118.3797890249997)"
03/06/2013,Carpool (2),93063,1,2,23.89,"93063
(34.27895133500044, -118.6970960869997)"
03/06/2013,Carpool (2),90250,2,4,11.33,"90250
(33.91415336400047, -118.34715803299969)"
03/06/2013,Bicycle,90291,2,4,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/06/2013,Bicycle,90405,9,18,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/06/2013,Bus,90254,1,2,12.31,"90254
(33.86430311500044, -118.39718642699972)"
03/06/2013,Carpool (2),90049,1,2,5.18,"90049
(34.06172278600047, -118.4722594319997)"
03/06/2013,Carpool (3+),93534,1,2,54.65,"93534
(34.68758172200046, -118.1496775339997)"
03/06/2013,Carpool (2),90048,1,2,8.33,"90048
(34.07316318500045, -118.37406665299972)"
03/06/2013,"Walk, Jog, Run",90291,2,4,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/06/2013,Carpool (2),91377,1,2,20.58,"91377
(34.18051089100044, -118.77007914399968)"
03/06/2013,Carpool (2),90501,1,2,17.02,"90501
(33.82909119100049, -118.3142098569997)"
03/06/2013,Bicycle,90401,1,2,0.00,"90401
(34.01760359900044, -118.49296772799971)"
03/06/2013,Bicycle,90402,1,2,1.60,"90402
(34.03254172900046, -118.50584632399972)"
03/06/2013,Bicycle,90404,2,4,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/06/2013,"Walk, Jog, Run",90403,4,8,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/06/2013,Bus,90045,1,2,7.18,"90045
(33.961522614000444, -118.39344972199967)"
03/06/2013,Bicycle,90034,1,2,5.71,"90034
(34.02829231300046, -118.40269589399969)"
03/06/2013,"Walk, Jog, Run",90401,2,4,0.00,"90401
(34.01760359900044, -118.49296772799971)"
03/06/2013,Bus,90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/06/2013,Bus,90272,1,2,5.54,"90272
(34.04886156900045, -118.53572692799969)"
03/06/2013,Carpool (3+),91340,1,2,19.92,"91340
(34.286190115000466, -118.43744724799967)"
03/06/2013,Carpool (2),92882,1,2,55.04,"92882
(33.866280093000455, -117.5921959479997)"
03/06/2013,Carpool (3+),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
03/06/2013,Carpool (2),91711,1,1,47.50,"91711
(34.10821434400049, -117.71909617899968)"
03/07/2013,Carpool (2),90278,1,2,12.66,"90278
(33.87132030000049, -118.37072968899969)"
03/07/2013,Carpool (2),90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
03/07/2013,Carpool (2),90503,1,2,15.18,"90503
(33.83995370500048, -118.35390582699972)"
03/07/2013,"Walk, Jog, Run",90403,5,10,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/07/2013,Carpool (2),92882,1,2,55.04,"92882
(33.866280093000455, -117.5921959479997)"
03/07/2013,Bicycle,90404,2,4,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/07/2013,Carpool (2),90049,1,1,5.18,"90049
(34.06172278600047, -118.4722594319997)"
03/07/2013,Carpool (2),91304,1,2,17.31,"91304
(34.22192313800048, -118.60967892099967)"
03/07/2013,Carpool (2),91107,1,2,26.50,"91107
(34.15076063800046, -118.09228870099969)"
03/07/2013,Bicycle,90403,2,4,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/07/2013,"Walk, Jog, Run",90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/07/2013,Bus,90404,2,3,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/07/2013,Carpool (2),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
03/07/2013,Bus,90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/07/2013,"Walk, Jog, Run",90401,2,4,0.00,"90401
(34.01760359900044, -118.49296772799971)"
03/07/2013,Bus,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/07/2013,Bicycle,90402,1,2,1.60,"90402
(34.03254172900046, -118.50584632399972)"
03/07/2013,Bicycle,90025,1,1,3.54,"90025
(34.04518134900047, -118.45025632399972)"
03/07/2013,Bicycle,90034,1,2,5.71,"90034
(34.02829231300046, -118.40269589399969)"
03/07/2013,Carpool (2),90501,1,2,17.02,"90501
(33.82909119100049, -118.3142098569997)"
03/07/2013,Carpool (2),91711,1,2,47.50,"91711
(34.10821434400049, -117.71909617899968)"
03/07/2013,Carpool (2),91377,1,2,20.58,"91377
(34.18051089100044, -118.77007914399968)"
03/07/2013,Carpool (3+),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
03/07/2013,Carpool (2),90230,2,4,6.05,"90230
(33.99506171100046, -118.39500957899969)"
03/07/2013,Carpool (2),93063,1,2,23.89,"93063
(34.27895133500044, -118.6970960869997)"
03/07/2013,Bicycle,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/07/2013,"Walk, Jog, Run",90291,2,4,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/07/2013,Carpool (2),90250,2,4,11.33,"90250
(33.91415336400047, -118.34715803299969)"
03/07/2013,Bus,90069,1,2,8.75,"90069
(34.08940047000044, -118.3797890249997)"
03/07/2013,Carpool (3+),93534,1,2,54.65,"93534
(34.68758172200046, -118.1496775339997)"
03/07/2013,Bicycle,90405,5,10,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/07/2013,"Walk, Jog, Run",90404,2,3,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/07/2013,Bus,90045,2,4,7.18,"90045
(33.961522614000444, -118.39344972199967)"
03/07/2013,Bicycle,90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
03/07/2013,Bus,90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/08/2013,Bicycle,90404,1,2,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/08/2013,Carpool (2),90048,1,2,8.33,"90048
(34.07316318500045, -118.37406665299972)"
03/08/2013,Carpool (2),92882,1,2,55.04,"92882
(33.866280093000455, -117.5921959479997)"
03/08/2013,Bicycle,90405,2,4,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/08/2013,"Walk, Jog, Run",90401,1,2,0.00,"90401
(34.01760359900044, -118.49296772799971)"
03/08/2013,Bus,90045,1,2,7.18,"90045
(33.961522614000444, -118.39344972199967)"
03/08/2013,Carpool (2),91387,1,2,28.65,"91387
(34.419242873000485, -118.43515742999972)"
03/08/2013,Bicycle,90025,1,1,3.54,"90025
(34.04518134900047, -118.45025632399972)"
03/09/2013,Bicycle,90025,1,1,3.54,"90025
(34.04518134900047, -118.45025632399972)"
03/09/2013,"Walk, Jog, Run",90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/09/2013,Carpool (2),91387,1,2,28.65,"91387
(34.419242873000485, -118.43515742999972)"
03/09/2013,Bus,90069,1,2,8.75,"90069
(34.08940047000044, -118.3797890249997)"
03/09/2013,Bus,90045,1,2,7.18,"90045
(33.961522614000444, -118.39344972199967)"
03/10/2013,Carpool (2),93534,1,2,54.65,"93534
(34.68758172200046, -118.1496775339997)"
03/10/2013,Carpool (2),91387,1,2,28.65,"91387
(34.419242873000485, -118.43515742999972)"
03/10/2013,Bicycle,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/11/2013,"Walk, Jog, Run",90401,2,4,0.00,"90401
(34.01760359900044, -118.49296772799971)"
03/11/2013,Bicycle,90402,1,2,1.60,"90402
(34.03254172900046, -118.50584632399972)"
03/11/2013,Bicycle,90291,3,6,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/11/2013,Carpool (2),91387,1,2,28.65,"91387
(34.419242873000485, -118.43515742999972)"
03/11/2013,Bus,90254,1,2,12.31,"90254
(33.86430311500044, -118.39718642699972)"
03/11/2013,Carpool (2),90049,1,1,5.18,"90049
(34.06172278600047, -118.4722594319997)"
03/11/2013,Bicycle,90277,1,2,14.96,"90277
(33.832723615000475, -118.38547663699967)"
03/11/2013,Bicycle,90066,2,4,3.87,"90066
(34.002152760000456, -118.4290396619997)"
03/11/2013,Carpool (2),90250,2,4,11.33,"90250
(33.91415336400047, -118.34715803299969)"
03/11/2013,Carpool (2),90048,1,2,8.33,"90048
(34.07316318500045, -118.37406665299972)"
03/11/2013,Bicycle,90034,1,2,5.71,"90034
(34.02829231300046, -118.40269589399969)"
03/11/2013,Carpool (2),92882,1,2,55.04,"92882
(33.866280093000455, -117.5921959479997)"
03/11/2013,Bicycle,90401,1,2,0.00,"90401
(34.01760359900044, -118.49296772799971)"
03/11/2013,Carpool (2),91711,1,2,47.50,"91711
(34.10821434400049, -117.71909617899968)"
03/11/2013,Carpool (2),93534,1,2,54.65,"93534
(34.68758172200046, -118.1496775339997)"
03/11/2013,"Walk, Jog, Run",90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/11/2013,Bus,90045,1,2,7.18,"90045
(33.961522614000444, -118.39344972199967)"
03/11/2013,Bus,90069,1,2,8.75,"90069
(34.08940047000044, -118.3797890249997)"
03/11/2013,Bicycle,90025,1,1,3.54,"90025
(34.04518134900047, -118.45025632399972)"
03/11/2013,Carpool (2),91377,1,2,20.58,"91377
(34.18051089100044, -118.77007914399968)"
03/11/2013,Carpool (2),90501,1,2,17.02,"90501
(33.82909119100049, -118.3142098569997)"
03/11/2013,Bus,90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/11/2013,Bicycle,90404,4,8,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/11/2013,Bus,90404,3,5,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/11/2013,Bicycle,90403,3,6,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/11/2013,Carpool (2),91107,1,2,26.50,"91107
(34.15076063800046, -118.09228870099969)"
03/11/2013,"Walk, Jog, Run",90403,4,8,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/11/2013,Bus,90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/11/2013,Bicycle,90292,1,2,3.83,"90292
(33.98163129900047, -118.4511079449997)"
03/11/2013,Bicycle,90405,8,16,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/11/2013,Carpool (2),90230,2,4,6.05,"90230
(33.99506171100046, -118.39500957899969)"
03/11/2013,Carpool (2),90503,1,2,15.18,"90503
(33.83995370500048, -118.35390582699972)"
03/11/2013,"Walk, Jog, Run",90291,2,4,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/11/2013,Carpool (2),91344,2,4,20.16,"91344
(34.274801855000476, -118.50113633899969)"
03/11/2013,Carpool (2),91340,1,2,19.92,"91340
(34.286190115000466, -118.43744724799967)"
03/11/2013,Bus,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/12/2013,Carpool (2),93534,1,2,54.65,"93534
(34.68758172200046, -118.1496775339997)"
03/12/2013,Bicycle,90034,1,1,5.71,"90034
(34.02829231300046, -118.40269589399969)"
03/12/2013,Bus,90069,1,2,8.75,"90069
(34.08940047000044, -118.3797890249997)"
03/12/2013,Carpool (2),92882,1,2,55.04,"92882
(33.866280093000455, -117.5921959479997)"
03/12/2013,Carpool (2),91711,1,2,47.50,"91711
(34.10821434400049, -117.71909617899968)"
03/12/2013,Carpool (3+),91340,1,2,19.92,"91340
(34.286190115000466, -118.43744724799967)"
03/12/2013,Carpool (3+),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
03/12/2013,Bicycle,90292,1,2,3.83,"90292
(33.98163129900047, -118.4511079449997)"
03/12/2013,Bus,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/12/2013,Carpool (2),90049,1,2,5.18,"90049
(34.06172278600047, -118.4722594319997)"
03/12/2013,Bicycle,90404,3,6,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/12/2013,Bus,90035,1,2,7.06,"90035
(34.05421027100044, -118.38387767499972)"
03/12/2013,Carpool (2),90503,1,2,15.18,"90503
(33.83995370500048, -118.35390582699972)"
03/12/2013,Carpool (2),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
03/12/2013,Bus,90045,1,2,7.18,"90045
(33.961522614000444, -118.39344972199967)"
03/12/2013,Carpool (3+),91387,1,2,28.65,"91387
(34.419242873000485, -118.43515742999972)"
03/12/2013,"Walk, Jog, Run",90403,4,8,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/12/2013,"Walk, Jog, Run",90404,1,2,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/12/2013,"Walk, Jog, Run",90401,2,4,0.00,"90401
(34.01760359900044, -118.49296772799971)"
03/12/2013,Bicycle,90405,10,20,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/12/2013,Carpool (2),91377,1,2,20.58,"91377
(34.18051089100044, -118.77007914399968)"
03/12/2013,Bicycle,90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
03/12/2013,Carpool (2),90045,2,4,7.18,"90045
(33.961522614000444, -118.39344972199967)"
03/12/2013,Carpool (2),93063,1,2,23.89,"93063
(34.27895133500044, -118.6970960869997)"
03/12/2013,Carpool (2),90501,1,2,17.02,"90501
(33.82909119100049, -118.3142098569997)"
03/12/2013,Carpool (2),90250,2,4,11.33,"90250
(33.91415336400047, -118.34715803299969)"
03/12/2013,Bus,90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/12/2013,"Walk, Jog, Run",90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/12/2013,Bicycle,90291,3,6,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/12/2013,Bicycle,90401,1,2,0.00,"90401
(34.01760359900044, -118.49296772799971)"
03/12/2013,Carpool (2),91304,1,2,17.31,"91304
(34.22192313800048, -118.60967892099967)"
03/12/2013,Bicycle,90277,1,2,14.96,"90277
(33.832723615000475, -118.38547663699967)"
03/12/2013,Bicycle,90402,1,2,1.60,"90402
(34.03254172900046, -118.50584632399972)"
03/12/2013,Bus,90404,3,5,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/12/2013,Carpool (2),90230,2,4,6.05,"90230
(33.99506171100046, -118.39500957899969)"
03/12/2013,Bicycle,90403,2,4,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/12/2013,"Walk, Jog, Run",90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/12/2013,Carpool (2),91107,1,2,26.50,"91107
(34.15076063800046, -118.09228870099969)"
03/13/2013,Carpool (3+),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
03/13/2013,Carpool (2),91377,1,2,20.58,"91377
(34.18051089100044, -118.77007914399968)"
03/13/2013,"Walk, Jog, Run",90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/13/2013,Carpool (2),90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
03/13/2013,Carpool (2),90250,2,4,11.33,"90250
(33.91415336400047, -118.34715803299969)"
03/13/2013,"Walk, Jog, Run",90405,2,4,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/13/2013,Carpool (2),91107,1,2,26.50,"91107
(34.15076063800046, -118.09228870099969)"
03/13/2013,"Walk, Jog, Run",90403,3,6,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/13/2013,Carpool (2),90278,1,2,12.66,"90278
(33.87132030000049, -118.37072968899969)"
03/13/2013,Carpool (2),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
03/13/2013,Carpool (2),91711,1,1,47.50,"91711
(34.10821434400049, -117.71909617899968)"
03/13/2013,Carpool (2),90230,2,4,6.05,"90230
(33.99506171100046, -118.39500957899969)"
03/13/2013,Bus,90045,2,4,7.18,"90045
(33.961522614000444, -118.39344972199967)"
03/13/2013,Bus,90404,3,5,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/13/2013,Bus,90069,1,2,8.75,"90069
(34.08940047000044, -118.3797890249997)"
03/13/2013,Bicycle,90034,1,1,5.71,"90034
(34.02829231300046, -118.40269589399969)"
03/13/2013,Bicycle,90403,2,4,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/13/2013,Bicycle,90066,2,4,3.87,"90066
(34.002152760000456, -118.4290396619997)"
03/13/2013,Bicycle,90404,2,4,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/13/2013,Carpool (2),90503,1,2,15.18,"90503
(33.83995370500048, -118.35390582699972)"
03/13/2013,Bicycle,90292,1,2,3.83,"90292
(33.98163129900047, -118.4511079449997)"
03/13/2013,Carpool (2),92882,1,2,55.04,"92882
(33.866280093000455, -117.5921959479997)"
03/13/2013,Carpool (2),93534,1,2,54.65,"93534
(34.68758172200046, -118.1496775339997)"
03/13/2013,Bicycle,90291,2,4,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/13/2013,Bicycle,90405,10,20,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/13/2013,Carpool (2),90048,1,2,8.33,"90048
(34.07316318500045, -118.37406665299972)"
03/13/2013,Bus,90272,1,2,5.54,"90272
(34.04886156900045, -118.53572692799969)"
03/13/2013,"Walk, Jog, Run",90404,1,2,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/13/2013,Bus,90403,1,2,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/13/2013,Carpool (2),93063,1,2,23.89,"93063
(34.27895133500044, -118.6970960869997)"
03/13/2013,Bicycle,90402,1,2,1.60,"90402
(34.03254172900046, -118.50584632399972)"
03/13/2013,Bus,90291,1,2,2.33,"90291
(33.99258071300045, -118.4663762939997)"
03/13/2013,Bus,90035,1,1,7.06,"90035
(34.05421027100044, -118.38387767499972)"
03/13/2013,Carpool (2),90501,1,2,17.02,"90501
(33.82909119100049, -118.3142098569997)"
03/13/2013,Carpool (3+),91340,1,2,19.92,"91340
(34.286190115000466, -118.43744724799967)"
03/13/2013,Carpool (2),90049,1,1,5.18,"90049
(34.06172278600047, -118.4722594319997)"
03/13/2013,Carpool (2),91304,1,1,17.31,"91304
(34.22192313800048, -118.60967892099967)"
03/13/2013,Bus,90405,1,2,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/13/2013,"Walk, Jog, Run",90401,3,6,0.00,"90401
(34.01760359900044, -118.49296772799971)"
03/13/2013,Carpool (3+),91387,1,2,28.65,"91387
(34.419242873000485, -118.43515742999972)"
03/14/2013,Carpool (2),90048,1,2,8.33,"90048
(34.07316318500045, -118.37406665299972)"
03/14/2013,Carpool (2),90066,1,2,3.87,"90066
(34.002152760000456, -118.4290396619997)"
03/14/2013,Bicycle,90066,2,4,3.87,"90066
(34.002152760000456, -118.4290396619997)"
03/14/2013,Carpool (2),90250,1,2,11.33,"90250
(33.91415336400047, -118.34715803299969)"
03/14/2013,Carpool (2),91711,1,2,47.50,"91711
(34.10821434400049, -117.71909617899968)"
03/14/2013,"Walk, Jog, Run",90403,4,7,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/14/2013,Bicycle,90034,1,2,5.71,"90034
(34.02829231300046, -118.40269589399969)"
03/14/2013,Carpool (2),90405,1,1,1.50,"90405
(34.01013019000044, -118.4726765529997)"
03/14/2013,Bus,90404,3,5,1.38,"90404
(34.02784043300045, -118.4747187049997)"
03/14/2013,Carpool (2),90230,2,4,6.05,"90230
(33.99506171100046, -118.39500957899969)"
03/14/2013,Carpool (3+),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
03/14/2013,Carpool (2),90049,1,1,5.18,"90049
(34.06172278600047, -118.4722594319997)"
03/14/2013,Bicycle,90402,1,2,1.60,"90402
(34.03254172900046, -118.50584632399972)"
03/14/2013,Bus,90403,2,3,1.12,"90403
(34.02842266300047, -118.49353692399967)"
03/14/2013,Carpool (2),92882,1,2,55.04,"92882
(33.866280093000455, -117.5921959479997)"
03/14/2013,Carpool (3+),91340,1,2,19.92,"91340
(34.286190115000466, -118.43744724799967)"
03/14/2013,Carpool (2),91344,1,2,20.16,"91344
(34.274801855000476, -118.50113633899969)"
03/14/2013,Carpool (2),93534,1,2,54.65,"93534
(34.68758172200046, -118.1496775339997)"
