HydrantID,ValveID,Valve Angle,Longitude,Latitude,Location 1
SMA12,,90,-118.44988649,34.01927167,"(34.01927167, -118.44988649)"
1761,16-25,54,-118.45391192,34.01237096,"(34.01237096, -118.45391192)"
1506,16-29,263,-118.45219477,34.01251075,"(34.01251075, -118.45219477)"
1603,24-1,259,-118.44720168,34.02088434,"(34.02088434, -118.44720168)"
1604,24-140,260,-118.447945,34.02156509,"(34.02156509, -118.44794500)"
SMA8,,90,-118.4507537,34.01750466,"(34.01750466, -118.45075370)"
SMA6,,90,-118.45263057,34.01727723,"(34.01727723, -118.45263057)"
SMA14,,90,-118.45315304,34.01697556,"(34.01697556, -118.45315304)"
SMA13,,90,-118.45396419,34.01640104,"(34.01640104, -118.45396419)"
SMA1,,90,-118.45469745,34.01576198,"(34.01576198, -118.45469745)"
1298,2-23,90,-118.50190178,34.0175356,"(34.01753560, -118.50190178)"
1614,24-3,228,-118.4451575,34.01900586,"(34.01900586, -118.44515750)"
56,2-67,0,-118.50155478,34.02171286,"(34.02171286, -118.50155478)"
1292,2-43,360,-118.50345455,34.02017426,"(34.02017426, -118.50345455)"
856,17-3,259,-118.46142206,34.02175163,"(34.02175163, -118.46142206)"
202,3-179A,90,-118.49361239,34.01914065,"(34.01914065, -118.49361239)"
1337,3-113,360,-118.49409656,34.01453774,"(34.01453774, -118.49409656)"
1739,15-38,169,-118.4626096,34.00660229,"(34.00660229, -118.46260960)"
323,6-92,84,-118.4722667,34.00698762,"(34.00698762, -118.47226670)"
394,11-169,340,-118.49596014,34.03461409,"(34.03461409, -118.49596014)"
1918,7-135A,0,-118.47899889,34.01601374,"(34.01601374, -118.47899889)"
1852,4-34A,0,-118.48956981,34.01086226,"(34.01086226, -118.48956981)"
1921,12-131A,0,-118.48690117,34.02815035,"(34.02815035, -118.48690117)"
1919,12-136A,0,-118.4876978,34.02749106,"(34.02749106, -118.48769780)"
1920,13-31A,0,-118.48552404,34.02693055,"(34.02693055, -118.48552404)"
1922,12-65A,0,-118.49112065,34.02884057,"(34.02884057, -118.49112065)"
1392,4-93,0,-118.48169323,34.00549074,"(34.00549074, -118.48169323)"
1394,4-62,0,-118.48089194,34.00912432,"(34.00912432, -118.48089194)"
1376,3-19C,0,-118.50016608,34.00759264,"(34.00759264, -118.50016608)"
1375,3-19B,0,-118.49991882,34.00779387,"(34.00779387, -118.49991882)"
1678,3-20D,0,-118.49997793,34.00742949,"(34.00742949, -118.49997793)"
1377,3-20B,0,-118.49971723,34.00728732,"(34.00728732, -118.49971723)"
1679,3-21B,0,-118.49843939,34.0084181,"(34.00841810, -118.49843939)"
1672,3-21C,0,-118.49788618,34.00790751,"(34.00790751, -118.49788618)"
1673,3-22B,0,-118.49721167,34.00845248,"(34.00845248, -118.49721167)"
1687,3-23A,0,-118.4965824,34.00898915,"(34.00898915, -118.49658240)"
1688,3-24A,0,-118.49608206,34.00935517,"(34.00935517, -118.49608206)"
1689,3-15A,0,-118.49684807,34.00996027,"(34.00996027, -118.49684807)"
1690,3-17D,0,-118.49726729,34.00956861,"(34.00956861, -118.49726729)"
1691,3-17E,0,-118.49800155,34.00895209,"(34.00895209, -118.49800155)"
